model_name,therapeutic_area_name,limit,relative_risk,relative_risk_low,relative_risk_high,n_exposed,n_exposed_true,stratum,model_slug
rdg__all__positive,nervous system disease,60,1.0637096774193548,0.41228246611080055,2.7444249291249365,60.0,3.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,70,0.9048387096774194,0.349521022423683,2.342443052075546,70.0,3.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,80,1.353125,0.6444199466785787,2.8412330733428286,80.0,5.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,90,1.1935185185185184,0.566978830088321,2.5124155937616584,90.0,5.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,100,1.0658333333333334,0.505307738498373,2.24813634918853,100.0,5.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,10,8.128358208955223,5.498039161385716,12.017049212220881,10.0,7.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,20,9.762711864406779,7.263711838393432,13.121465315247061,20.0,15.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,30,10.01132075471698,7.465098337573372,13.4260178127013,30.0,21.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,40,9.540816326530612,7.042514897271472,12.925379286291655,40.0,25.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,50,10.063636363636364,7.407563670095534,13.672076457251428,50.0,30.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,60,10.313333333333333,7.536383961311269,14.113511863312471,60.0,34.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,70,10.257142857142858,7.431685298182272,14.156813074091014,70.0,37.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,80,14.785809906291835,10.436773291441662,20.947103906556077,83.0,47.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,90,15.200888888888889,10.606785742472981,21.784829883673336,90.0,49.0,evidence_free,RDG-T
rdg__all__positive,reproductive system or breast disease,100,17.363809523809525,11.804943148990876,25.540307765472946,100.0,53.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,30,0.43232323232323233,0.08382569662260932,2.2296668532068753,30.0,1.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,40,0.3166666666666667,0.06098353942772905,1.6443417144820849,40.0,1.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,50,0.24727272727272726,0.04742706940765765,1.2892173692482078,50.0,1.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,60,0.201010101010101,0.038450754651719016,1.0508262080698751,60.0,1.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,70,0.16796536796536796,0.03206893057810903,0.8797413673345206,70.0,1.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,80,0.29531250000000003,0.09059187009770113,0.9626633445384969,80.0,2.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,90,0.3956989247311828,0.1491716240532406,1.0496476124542988,90.0,3.0,evidence_free,RDG-T
rdg__all__positive,respiratory or thoracic disease,100,0.3464516129032258,0.13041903109817338,0.9203313279707973,100.0,3.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,10,3.5333869670152858,2.5312583154604162,4.932259731224859,11.0,8.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,20,4.114285714285715,3.257141397775942,5.196994809723009,20.0,16.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,30,4.835087719298246,3.986440730226435,5.864397550438637,30.0,26.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,40,5.361262553802009,4.437264396482681,6.477670384839737,41.0,36.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,50,6.121307189542484,5.056431808100583,7.410443397795969,51.0,46.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,60,6.944444444444444,5.69017107028651,8.475194866074046,60.0,55.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,70,7.994215291750503,6.4465723315196835,9.913404340224371,71.0,65.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,80,8.52,6.771469470170456,10.72003651788933,80.0,71.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,90,12.951073232323232,9.730439445719123,17.237689911609465,99.0,89.0,evidence_free,RDG-T
rdg__all__positive,urinary system disease,100,12.79375,9.607864041818637,17.036048631628802,100.0,89.0,evidence_free,RDG-T
rdg__no_time__positive,cancer or benign tumor,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,30,1.381720430107527,0.26994622439287175,7.072339504915642,33.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,40,1.032258064516129,0.2004127421602671,5.316811198094753,44.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,50,0.9064516129032257,0.17559214912050491,4.679335213164778,50.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,60,0.7160778289810548,0.1382437899047097,3.7091536445265794,63.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,70,0.6157755192222713,0.1186675636301516,3.195308629199109,73.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,80,0.560483870967742,0.10790597613277603,2.9112583090712154,80.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,90,0.485273492286115,0.09330143800221803,2.523973556655835,92.0,1.0,evidence_free,RDG
rdg__no_time__positive,cancer or benign tumor,100,0.4405940594059406,0.08464392648819996,2.2934087918389254,101.0,1.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,10,0.7289855072463768,0.25583728926636257,2.0771790980867313,10.0,2.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,20,0.5397810218978102,0.22307699821999954,1.3061120327327527,20.0,3.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,30,1.0326812977099236,0.6385433537591855,1.6700990721485702,32.0,9.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,40,1.3457142857142859,0.9359536645552271,1.9348681535811794,42.0,15.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,50,1.2520325203252032,0.8826205040299967,1.7760582547021866,51.0,17.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,60,1.429969671905156,1.0573783634370397,1.9338519996965073,62.0,23.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,70,1.375776397515528,1.0243693046230524,1.8477327341014989,70.0,25.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,80,1.4140765765765766,1.0702655467386664,1.8683331165015897,80.0,29.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,90,1.430214645167916,1.0954049177207594,1.8673587256746556,91.0,33.0,evidence_free,RDG
rdg__no_time__positive,cardiovascular disease,100,1.538627450980392,1.1944397954551753,1.9819956115982083,100.0,38.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,20,0.0,0.0,,21.0,0.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,30,3.285714285714286,0.9847456080038792,10.963154625518685,30.0,2.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,40,2.3658536585365857,0.7020226350473066,7.9730527965580045,41.0,2.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,50,3.0923076923076924,1.108864003106405,8.623570462308294,50.0,3.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,60,2.5384615384615388,0.9063035001703698,7.109965901088541,60.0,3.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,70,2.142857142857143,0.76269948014746,6.020505919062766,70.0,3.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,80,2.6296296296296293,1.0379140382377399,6.6623551992483545,81.0,4.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,90,2.333333333333333,0.9193443829829668,5.922094641813149,90.0,4.0,evidence_free,RDG
rdg__no_time__positive,endocrine system disease,100,2.042904290429043,0.8035346764381301,5.193874094336906,101.0,4.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,20,1.6369047619047619,0.3178601927815089,8.429672102377078,21.0,1.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,30,1.0598958333333333,0.20306638997421156,5.532078339798253,32.0,1.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,40,0.8395833333333333,0.16003842292850562,4.404568357475086,40.0,1.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,50,1.3277591973244147,0.40412497766192546,4.362374472073295,52.0,2.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,60,1.7863636363636364,0.6650499772480823,4.798278551225249,60.0,3.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,70,1.4884763124199742,0.5522102278482642,4.012170765595009,71.0,3.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,80,1.3056818181818182,0.4833603851324479,3.5269853773048374,80.0,3.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,90,1.1313686313686313,0.4179811106081378,3.062327333841983,91.0,3.0,evidence_free,RDG
rdg__no_time__positive,gastrointestinal disease,100,1.420952380952381,0.589340188985232,3.426044425055893,100.0,4.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",10,0.0,0.0,,11.0,0.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",30,0.5996190476190476,0.1924287149903464,1.8684477640751846,35.0,2.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",40,0.9613022113022113,0.43426359551299315,2.127974693257179,44.0,4.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",50,1.2305057955742889,0.6457691708858098,2.3447147699307824,52.0,6.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",60,1.519340034965035,0.8988717329516367,2.5681018294650895,64.0,9.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",70,1.715197568389058,1.067652947009992,2.7554859534146012,70.0,11.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",80,1.987747653806048,1.3223433857912985,2.98798389107309,84.0,15.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",90,1.9625080801551391,1.3196810216766413,2.9184612807275183,91.0,16.0,evidence_free,RDG
rdg__no_time__positive,"genetic, familial or congenital disease",100,2.0270149253731344,1.391246006602737,2.953316299335619,100.0,18.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,30,0.0,0.0,,31.0,0.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,40,0.0,0.0,,40.0,0.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,50,1.5747368421052632,0.4748078717197334,5.222735909794299,50.0,2.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,60,2.05,0.7528739660696628,5.581943578071797,60.0,3.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,70,1.7333333333333334,0.6345519470027975,4.73474939070859,70.0,3.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,80,1.4958333333333333,0.5463069067330881,4.095714942524617,80.0,3.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,90,1.3111111111111111,0.47796389236898135,3.596531815737995,90.0,3.0,evidence_free,RDG
rdg__no_time__positive,hematologic disease,100,1.6055363321799307,0.6545359617043831,3.938281568574848,102.0,4.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,10,0.0,0.0,,12.0,0.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,30,0.0,0.0,,32.0,0.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,40,0.0,0.0,,40.0,0.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,50,0.0,0.0,,51.0,0.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,60,0.5081967213114754,0.09674817218307949,2.669444824890468,61.0,1.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,70,0.9081632653061223,0.2772599675928213,2.974683015409949,70.0,2.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,80,0.7857142857142858,0.2393926030230913,2.5788054057625263,80.0,2.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,90,0.6904761904761905,0.210046342987587,2.269772293263335,90.0,2.0,evidence_free,RDG
rdg__no_time__positive,immune system disease,100,0.5943134535367545,0.18050894142638632,1.9567367592082778,103.0,2.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,30,0.0,0.0,,30.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,40,0.0,0.0,,40.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,50,0.0,0.0,,50.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,60,0.0,0.0,,60.0,0.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,70,0.3672268907563025,0.0684934834692257,1.9688820375902227,70.0,1.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,80,1.0675000000000001,0.3846217573629447,2.962797158988249,80.0,3.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,90,0.8787234042553191,0.3158592355920218,2.4446168868191887,94.0,3.0,evidence_free,RDG
rdg__no_time__positive,integumentary system disease,100,0.814,0.2923613200381573,2.2663599956161153,100.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,20,1.6162162162162164,0.5199759756972125,5.02360681963766,20.0,2.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,30,1.6333333333333335,0.6384955995942052,4.178224218731154,30.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,40,1.2041666666666666,0.4651663736491051,3.11720159334845,40.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,50,0.9466666666666667,0.3631286805200874,2.4679344426725978,50.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,60,0.775,0.29590044998823933,2.0298211781153834,60.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,70,0.6523809523809524,0.24826459988469213,1.7143036390494304,70.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,80,0.5604166666666667,0.21274563491216097,1.4762551551642908,80.0,3.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,90,0.8407928388746804,0.3910177100153709,1.807929870683235,92.0,5.0,evidence_free,RDG
rdg__no_time__positive,musculoskeletal or connective tissue disease,100,0.9418181818181818,0.46417377919045305,1.9109685367198563,100.0,6.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,30,0.7026041666666667,0.13771469910420012,3.5846036641582097,30.0,1.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,40,1.5790715971675846,0.6188458288138435,4.029221807571482,41.0,3.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,50,2.215,1.0695136653871804,4.587342040387928,50.0,5.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,60,2.65316091954023,1.425403271568792,4.938436023952842,60.0,7.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,70,2.624561403508772,1.458774830504248,4.721991644458851,70.0,8.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,80,2.8389923329682363,1.6645214157577606,4.842159067676057,83.0,10.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,90,3.1308581862446743,1.9079227359579887,5.137667683095912,93.0,12.0,evidence_free,RDG
rdg__no_time__positive,nervous system disease,100,3.1975,1.9773705314821908,5.170506026675902,100.0,13.0,evidence_free,RDG
rdg__no_time__positive,reproductive system or breast disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG
rdg__no_time__positive,reproductive system or breast disease,20,0.526027397260274,0.10476524537681939,2.6411890858763982,20.0,1.0,evidence_free,RDG
rdg__no_time__positive,reproductive system or breast disease,30,1.3953917050691245,0.6332564517594267,3.0747701111704204,31.0,4.0,evidence_free,RDG
rdg__no_time__positive,reproductive system or breast disease,40,1.9537313432835821,1.076152633822462,3.5469561117650805,40.0,7.0,evidence_free,RDG
rdg__no_time__positive,reproductive system or breast disease,50,2.79696394686907,1.764184804984635,4.434346842792097,51.0,12.0,evidence_free,RDG
